feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Moraxella	age_days_numeric	age_days_numeric	1.68850908887058	0.232793092649519	210	180	2.44103236910681e-11	2.92923884292817e-09
Staphylococcus	age_days_numeric	age_days_numeric	-1.75906904590922	0.247125386732398	210	143	4.88940110570925e-11	2.93364066342555e-09
ASV_22	age_days_numeric	age_days_numeric	0.98479425651268	0.163208195542621	210	42	1.29815428975951e-08	5.19261715903804e-07
Haemophilus	age_days_numeric	age_days_numeric	1.29670686933586	0.287322210684115	210	144	1.33360647449668e-05	0.000400081942349005
Corynebacterium	age_days_numeric	age_days_numeric	-0.943390554276214	0.236170148468931	210	185	0.000103804358855891	0.00249130461254137
Fusobacterium	age_days_numeric	age_days_numeric	0.746574611923342	0.189682411450342	210	54	0.000128691403152376	0.00257382806304752
Staphylococcus	collection_season2	spring	-3.00848427691383	0.782406885900526	210	143	0.000170831026246254	0.00292853187850721
Dolosigranulum	age_days_numeric	age_days_numeric	0.858058174888157	0.244297677261835	210	133	0.000596070513993302	0.00894105770989953
Staphylococcus	collection_season2	winter	-2.68352915001852	0.881369822453115	210	143	0.00274509569821418	0.036601275976189
ASV_35	age_days_numeric	age_days_numeric	0.444762644669881	0.154193738678749	210	34	0.00452333542098679	0.0542800250518415
Prevotella	age_days_numeric	age_days_numeric	0.378327096587537	0.148575019817387	210	49	0.0119440083127744	0.130298272502993
Veillonella	age_days_numeric	age_days_numeric	-0.365675474491223	0.148911466907542	210	61	0.0152530734392184	0.152530734392184
ASV_63	collection_season2	autumn	-0.915228468173464	0.391333920793277	210	29	0.020322854022464	0.187003919129628
Dolosigranulum	HAZ12_2	middle	3.50465976796987	1.54419701385131	210	133	0.0264922218766973	0.187003919129628
Gemella	collection_season2	winter	1.35655133324804	0.602322779604579	210	89	0.0255915113523395	0.187003919129628
Klebsiella	age_days_numeric	age_days_numeric	-0.358240659973033	0.159007766721717	210	29	0.0253301781816574	0.187003919129628
Klebsiella	collection_season2	spring	-0.894173976127945	0.395165239856816	210	29	0.024707437494366	0.187003919129628
