feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV_5_Staphylococcus_nan	age_days_numeric	age_days_numeric	-1.33237240450629	0.187692762203844	210	138	5.47703758102065e-11	6.84629697627581e-09
ASV_1_Moraxella_nan	age_days_numeric	age_days_numeric	1.23347807281271	0.188399561370624	210	178	9.95711298714513e-10	6.22319561696571e-08
ASV_14_Corynebacterium_nan	age_days_numeric	age_days_numeric	-0.881199985700603	0.14332442807084	210	32	7.11913780979811e-09	2.96630742074921e-07
ASV_22_ASV_22_nan	age_days_numeric	age_days_numeric	0.716214053123927	0.120195856301295	210	39	1.88902607224599e-08	5.90320647576871e-07
ASV_2_Haemophilus_nan	age_days_numeric	age_days_numeric	0.949915459989898	0.199979489571293	210	104	4.86436245999075e-06	0.000121609061499769
ASV_7_Streptococcus_nan	age_days_numeric	age_days_numeric	0.614939140752202	0.170299216474045	210	83	0.000423481394244062	0.0088225290467513
ASV_6_Dolosigranulum_pigrum	age_days_numeric	age_days_numeric	0.542782633861442	0.155693435734943	210	128	0.000652189925972566	0.0101904675933214
ASV_10_Streptococcus_nan	age_days_numeric	age_days_numeric	-0.534666913524002	0.152792077471757	210	108	0.000622545467009536	0.0101904675933214
ASV_5_Staphylococcus_nan	collection_season2	spring	-2.02974667676519	0.597273167312387	210	138	0.000844425128773032	0.0117281267885143
ASV_3_Haemophilus_nan	age_days_numeric	age_days_numeric	0.59556010505566	0.186248470728874	210	62	0.00170986435477178	0.0213733044346472
ASV_8_Corynebacterium_nan	age_days_numeric	age_days_numeric	-0.530150598665213	0.188270775912652	210	120	0.00556026352823373	0.0535705443617565
ASV_100_Veillonella_massiliensis	age_days_numeric	age_days_numeric	-0.260031641492842	0.0924043811468809	210	37	0.00557133661362267	0.0535705443617565
ASV_18_Klebsiella_nan	age_days_numeric	age_days_numeric	-0.310219977026882	0.109469187106267	210	29	0.00506108165080127	0.0535705443617565
ASV_5_Staphylococcus_nan	collection_season2	winter	-1.88189733417672	0.678258693320925	210	138	0.00619894579519675	0.0545097200965403
ASV_2_Haemophilus_nan	collection_season2	winter	1.8189929036021	0.658773170867847	210	104	0.00654116641158484	0.0545097200965403
ASV_2_Haemophilus_nan	collection_season2	spring	1.56709559869183	0.584954201499789	210	104	0.00818173617762252	0.0639198138876759
ASV_24_Streptococcus_nan	mom_smoke	yes	1.20016290446163	0.455796489606843	210	64	0.0104459959048535	0.0768087934180405
ASV_18_Klebsiella_nan	collection_season2	spring	-0.684866556106727	0.27167843384141	210	29	0.0124717093497416	0.0866090927065389
ASV_35_ASV_35_nan	age_days_numeric	age_days_numeric	0.251023857573382	0.10254415059048	210	32	0.0155631718264703	0.102389288332041
ASV_14_Corynebacterium_nan	collection_season2	spring	-0.867027591935638	0.357407774454271	210	32	0.0166373254971613	0.103983284357258
ASV_14_Corynebacterium_nan	collection_season2	winter	-0.937661159019814	0.395430693295608	210	32	0.0194412855436804	0.110461849680002
ASV_4_Corynebacterium_nan	collection_season2	spring	1.47950745628571	0.62503720804105	210	136	0.0189606082195381	0.110461849680002
ASV_28_Corynebacterium_nan	age_days_numeric	age_days_numeric	-0.334492224724409	0.145059534829414	210	35	0.0225318851147715	0.122455897362888
ASV_39_Gemella_nan	age_days_numeric	age_days_numeric	-0.24739009230423	0.108916469792255	210	83	0.0246642152688609	0.128459454525317
ASV_39_Gemella_nan	collection_season2	winter	0.886706899506894	0.406468079328014	210	83	0.0305920684720958	0.152960342360479
ASV_63_ASV_63_nan	mom_smoke	yes	-0.645975758488284	0.326595663572924	210	26	0.0519564616234535	0.249790680881988
ASV_35_ASV_35_nan	collection_season2	winter	0.641559279123949	0.338836491005351	210	32	0.0603714206146577	0.279497317660453
ASV_28_Corynebacterium_nan	collection_season2	winter	-0.832568159075777	0.445803148990393	210	35	0.0641282215357502	0.286286703284599
ASV_63_ASV_63_nan	collection_season2	autumn	-0.584519401676385	0.318437559018583	210	26	0.0678841220133287	0.292603974195382
ASV_18_Klebsiella_nan	collection_season2	winter	-0.532899523273152	0.300414411208866	210	29	0.0775745174226885	0.323227155927869
ASV_176_Veillonella_nan	age_days_numeric	age_days_numeric	-0.126027312665641	0.0734214484328764	210	18	0.0881979713059044	0.349285996910894
ASV_22_ASV_22_nan	mom_smoke	yes	0.883219052946467	0.512691689080272	210	39	0.0894172152091889	0.349285996910894
ASV_35_ASV_35_nan	mom_smoke	yes	-0.600992318074432	0.365622680216381	210	32	0.104753820542468	0.396794774782075
ASV_2_Haemophilus_nan	mom_smoke	yes	-1.15341298835146	0.709680076114523	210	104	0.108691168806809	0.399599885319149
ASV_4_Corynebacterium_nan	collection_season2	autumn	1.01633222092066	0.640858005142651	210	136	0.114405041103345	0.408589432511947
ASV_4_Corynebacterium_nan	mom_smoke	yes	1.34564050875884	0.871983755336439	210	136	0.127333831512487	0.442131359418358
ASV_14_Corynebacterium_nan	mom_smoke	yes	-0.57901481302297	0.395304677773553	210	32	0.147601618489612	0.485531639768459
ASV_10_Streptococcus_nan	collection_season2	spring	-0.716006573047917	0.489913656031187	210	108	0.14570662649353	0.485531639768459
ASV_49_Streptobacillus_nan	age_days_numeric	age_days_numeric	-0.146050397499126	0.104929327745302	210	25	0.166084432280043	0.53232189833347
ASV_63_ASV_63_nan	collection_season2	spring	-0.376838790774704	0.278820613555375	210	26	0.178609574038828	0.558097386783906
ASV_5_Staphylococcus_nan	mom_smoke	yes	-1.04083999727477	0.773819315530874	210	138	0.183055942865121	0.558097386783906
ASV_58_Porphyromonas_nan	age_days_numeric	age_days_numeric	0.112017576354218	0.0902002637801008	210	29	0.216298568065543	0.616788022968888
ASV_35_ASV_35_nan	collection_season2	spring	0.376569548024796	0.300781338669308	210	32	0.212454614472059	0.616788022968888
ASV_13_Neisseria_nan	mom_smoke	yes	-0.579099273772632	0.464892425789496	210	29	0.217109384085049	0.616788022968888
ASV_58_Porphyromonas_nan	collection_season2	spring	-0.317022942257239	0.264053459526475	210	29	0.231735864392151	0.643710734422642
ASV_40_Porphyromonas_nan	age_days_numeric	age_days_numeric	-0.119817196161982	0.102983408933799	210	41	0.246587543244134	0.656926220178548
ASV_10_Streptococcus_nan	collection_season2	autumn	-0.605574526918307	0.52157192699038	210	108	0.247004258787134	0.656926220178548
ASV_4_Corynebacterium_nan	collection_season2	winter	0.810640453713254	0.714414936543908	210	136	0.258043808711806	0.671989085186995
ASV_6_Dolosigranulum_pigrum	collection_season2	spring	0.600678444887279	0.541037593021576	210	128	0.268319423094839	0.684488324221528
ASV_1_Moraxella_nan	collection_season2	autumn	0.696739029220387	0.646438441551787	210	178	0.282424286042093	0.706060715105232
ASV_63_ASV_63_nan	collection_season2	winter	-0.331146893322306	0.312200698093383	210	26	0.290826500940631	0.707040846395081
ASV_6_Dolosigranulum_pigrum	mom_smoke	yes	0.809308455820931	0.765559684190893	210	128	0.294128992100354	0.707040846395081
ASV_34_Corynebacterium_nan	age_days_numeric	age_days_numeric	-0.127005987818769	0.125807723488218	210	28	0.314393572363342	0.727762898989217
ASV_18_Klebsiella_nan	mom_smoke	yes	0.305673545860609	0.299796960953299	210	29	0.309124957575432	0.727762898989217
ASV_7_Streptococcus_nan	collection_season2	autumn	0.607212496547219	0.612323118001194	210	83	0.322665042668488	0.733329642428383
ASV_58_Porphyromonas_nan	mom_smoke	yes	-0.30783295576073	0.320534709339148	210	29	0.340233258732471	0.759449238242122
ASV_24_Streptococcus_nan	age_days_numeric	age_days_numeric	-0.116481525761967	0.124863803381365	210	64	0.352451486247826	0.772919925982075
ASV_14_Corynebacterium_nan	collection_season2	autumn	0.373605383137169	0.425751379442966	210	32	0.381299175609657	0.821765464675986
ASV_40_Porphyromonas_nan	collection_season2	spring	0.291861726605781	0.341980606323019	210	41	0.394554780632314	0.821989126317322
ASV_13_Neisseria_nan	collection_season2	spring	0.313683072764071	0.362774491690649	210	29	0.388448475355564	0.821989126317322
ASV_5_Staphylococcus_nan	collection_season2	autumn	-0.533478676167162	0.638424506935884	210	138	0.404365362494704	0.828617546095706
ASV_7_Streptococcus_nan	collection_season2	spring	0.483268483675033	0.616451701555583	210	83	0.43402126281766	0.834656274649347
ASV_39_Gemella_nan	collection_season2	spring	0.282718863926881	0.356984107056216	210	83	0.429460084675644	0.834656274649347
ASV_176_Veillonella_nan	collection_season2	winter	-0.176830497805532	0.222527722006853	210	18	0.428324760279726	0.834656274649347
ASV_22_ASV_22_nan	collection_season2	spring	0.312532987165253	0.389409882843222	210	39	0.42331171143238	0.834656274649347
ASV_28_Corynebacterium_nan	collection_season2	spring	-0.146393877809621	0.398527209446427	210	35	0.713903238387291	0.960883299928522
ASV_28_Corynebacterium_nan	collection_season2	autumn	-0.216512975124424	0.456890337084929	210	35	0.636093935233157	0.960883299928522
ASV_34_Corynebacterium_nan	collection_season2	spring	0.156018778660631	0.334286636951058	210	28	0.641423152553648	0.960883299928522
ASV_34_Corynebacterium_nan	collection_season2	winter	-0.16277656373161	0.37254845950337	210	28	0.66293764859213	0.960883299928522
ASV_34_Corynebacterium_nan	collection_season2	autumn	-0.22567678479748	0.388603781653041	210	28	0.562071937413565	0.960883299928522
ASV_34_Corynebacterium_nan	mom_smoke	yes	0.159587405296722	0.38205601072171	210	28	0.677456128553188	0.960883299928522
ASV_4_Corynebacterium_nan	age_days_numeric	age_days_numeric	0.0435503940558799	0.182139945495035	210	136	0.811368585030217	0.960883299928522
ASV_8_Corynebacterium_nan	collection_season2	spring	-0.185507095996729	0.630500304984354	210	120	0.768927519129002	0.960883299928522
