feature,metadata,value,coef,stderr,N,N.not.0,pval,qval,ANCOM_W_cutoff_0.6,W
Moraxella,timepoint_month,M05,-0.414424348244174,1.10429117588971,255,248,0.707818396382883,0.955391797079511,True,15
Moraxella,timepoint_month,M06,-1.0317624435175,2.06434407325266,255,248,0.617719762357269,0.955391797079511,True,15
