taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6
ASV_14_Corynebacterium_nan,22,TRUE,TRUE,TRUE,TRUE
ASV_28_Corynebacterium_nan,9,FALSE,FALSE,FALSE,FALSE
ASV_34_Corynebacterium_nan,8,FALSE,FALSE,FALSE,FALSE
ASV_4_Corynebacterium_nan,4,FALSE,FALSE,FALSE,FALSE
ASV_8_Corynebacterium_nan,9,FALSE,FALSE,FALSE,FALSE
ASV_40_Porphyromonas_nan,8,FALSE,FALSE,FALSE,FALSE
ASV_58_Porphyromonas_nan,9,FALSE,FALSE,FALSE,FALSE
ASV_33_Alloprevotella_nan,7,FALSE,FALSE,FALSE,FALSE
ASV_63_ASV_63_nan,8,FALSE,FALSE,FALSE,FALSE
ASV_6_Dolosigranulum_pigrum,17,FALSE,FALSE,TRUE,TRUE
ASV_10_Streptococcus_nan,18,FALSE,FALSE,TRUE,TRUE
ASV_24_Streptococcus_nan,9,FALSE,FALSE,FALSE,FALSE
ASV_7_Streptococcus_nan,18,FALSE,FALSE,TRUE,TRUE
ASV_39_Gemella_nan,10,FALSE,FALSE,FALSE,FALSE
ASV_5_Staphylococcus_nan,24,TRUE,TRUE,TRUE,TRUE
ASV_35_ASV_35_nan,14,FALSE,FALSE,FALSE,FALSE
ASV_100_Veillonella_massiliensis,10,FALSE,FALSE,FALSE,FALSE
ASV_176_Veillonella_nan,10,FALSE,FALSE,FALSE,FALSE
ASV_49_Streptobacillus_nan,8,FALSE,FALSE,FALSE,FALSE
ASV_13_Neisseria_nan,9,FALSE,FALSE,FALSE,FALSE
ASV_22_ASV_22_nan,19,FALSE,FALSE,TRUE,TRUE
ASV_18_Klebsiella_nan,9,FALSE,FALSE,FALSE,FALSE
ASV_2_Haemophilus_nan,19,FALSE,FALSE,TRUE,TRUE
ASV_3_Haemophilus_nan,16,FALSE,FALSE,FALSE,TRUE
ASV_1_Moraxella_nan,22,TRUE,TRUE,TRUE,TRUE
