feature,metadata,value,coef,stderr,N,N.not.0,pval,qval,ANCOM_W_cutoff_0.6,W
Moraxella,timepoint_month,M02,0.0165854944031278,1.38187528956534,210,176,0.990436852435273,0.99084067498822,True,17
Moraxella,timepoint_month,M03,-0.591143768186877,2.84514820598276,210,176,0.835631753598565,0.99084067498822,True,17
