feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Moraxella	age_days_numeric	age_days_numeric	0.495198148266727	0.125835778873383	255	248	0.000120532021963745	0.0114505420865558
Streptobacillus	age_days_numeric	age_days_numeric	-0.249273256837973	0.0877636697212623	255	43	0.00505412745410047	0.096028421627909
Neisseria	age_days_numeric	age_days_numeric	-0.316122246002586	0.110764947840063	255	68	0.00484514790381105	0.096028421627909
Haemophilus	collection_season2	spring	1.83827939504296	0.620193285975996	255	202	0.00333638712354217	0.096028421627909
Acinetobacter	age_days_numeric	age_days_numeric	0.238837426093781	0.0804774379815725	255	21	0.00342180431906516	0.096028421627909
Corynebacterium	collection_season2	winter	1.18812140200012	0.471098666497684	255	225	0.0125109561024979	0.19809013828955
Streptobacillus	collection_season2	winter	-0.629270175511412	0.26028235700692	255	43	0.0167612218586556	0.227473725224611
Gemella	collection_season2	winter	-0.461495024676572	0.207763671976827	255	33	0.0277801878703038	0.305130818679786
ASV_35	collection_season2	winter	-0.577681524256012	0.266091328361068	255	48	0.0314325492455038	0.305130818679786
Haemophilus	age_days_numeric	age_days_numeric	0.374290385726179	0.173242595538686	255	202	0.0321190335452407	0.305130818679786
Neisseria	collection_season2	autumn	-0.748617971431567	0.365193157520458	255	68	0.0414588866105819	0.358054020727753
Prevotella	collection_season2	autumn	0.570571242590458	0.290150874555572	255	37	0.0504441234507398	0.368630132909252
Campylobacter	age_days_numeric	age_days_numeric	0.140577537890241	0.0709764645768161	255	19	0.0492156413992157	0.368630132909252
ASV_63	delivery	vaginal	-0.428118365454652	0.228687256978051	255	19	0.0647560651358775	0.439416156279168
Staphylococcus	age_days_numeric	age_days_numeric	-0.255424542275773	0.140547229354621	255	72	0.0709021735835758	0.449047099362647
Gemella	collection_season2	spring	-0.384464366813971	0.222053598536446	255	33	0.084888361024723	0.474376135138158
Gemella	delivery	vaginal	-0.354926975839956	0.202532781329094	255	33	0.0834197598957406	0.474376135138158
Dolosigranulum	collection_season2	winter	0.865101839480001	0.544597527028255	255	196	0.113728843391783	0.568644216958914
Neisseria	delivery	vaginal	-0.621923462883778	0.383024385252921	255	68	0.108267868907676	0.568644216958914
Corynebacterium	collection_season2	spring	-0.712145409145831	0.487458767569342	255	225	0.145376283040906	0.617300444856767
Porphyromonas	collection_season2	winter	-0.430472131359451	0.303245050092029	255	62	0.157642357757113	0.617300444856767
Prevotella	age_days_numeric	age_days_numeric	0.125443106562046	0.0930534589773901	255	37	0.179388460634779	0.617300444856767
Prevotella	collection_season2	spring	0.399746958550389	0.298517780507597	255	37	0.181941183747258	0.617300444856767
Campylobacter	collection_season2	winter	-0.290366751688369	0.206934415835695	255	19	0.162543482754813	0.617300444856767
Dolosigranulum	collection_season2	spring	-0.79279857263769	0.553885156420701	255	196	0.153612804227775	0.617300444856767
Gemella	age_days_numeric	age_days_numeric	-0.102089618806253	0.0721039961777308	255	33	0.15859736228479	0.617300444856767
Acinetobacter	collection_season2	autumn	0.32386934611685	0.237329286229946	255	21	0.173761814460691	0.617300444856767
Moraxella	collection_season2	winter	0.567755860870486	0.413086034998804	255	248	0.170988481830888	0.617300444856767
Porphyromonas	collection_season2	spring	0.36163298529394	0.321252746425726	255	62	0.261557246772479	0.776498076355796
Dolosigranulum	delivery	vaginal	0.685228659947394	0.599298738895862	255	196	0.256227050783218	0.776498076355796
ASV_35	delivery	vaginal	-0.306298428013732	0.260995101353321	255	48	0.243976767584624	0.776498076355796
ASV_22	collection_season2	winter	0.510933327349569	0.449244639135382	255	119	0.256710742707009	0.776498076355796
Corynebacterium	collection_season2	autumn	0.31826687609055	0.47129235831882	255	225	0.500131041648605	0.802268380309943
Porphyromonas	delivery	vaginal	0.246059779733586	0.30125631025664	255	62	0.416404152991308	0.802268380309943
ASV_63	age_days_numeric	age_days_numeric	-0.0385733734993561	0.0644298637612352	255	19	0.550165305828155	0.802268380309943
Alloprevotella	age_days_numeric	age_days_numeric	-0.0813317614502326	0.0835066002286864	255	39	0.331450798861144	0.802268380309943
Alloprevotella	collection_season2	autumn	0.195284456289949	0.259561985777458	255	39	0.452605360934493	0.802268380309943
Alloprevotella	collection_season2	winter	-0.216147165438269	0.252483936721355	255	39	0.393214328224876	0.802268380309943
Alloprevotella	delivery	vaginal	-0.168075450220695	0.25192435264428	255	39	0.506593287743482	0.802268380309943
Campylobacter	collection_season2	spring	-0.134856569380585	0.220599950120547	255	19	0.541662043223543	0.802268380309943
Streptococcus	age_days_numeric	age_days_numeric	-0.0954426564534428	0.127796548217208	255	221	0.456191205198014	0.802268380309943
Streptococcus	collection_season2	spring	-0.276811447894559	0.448679965605118	255	221	0.537853996965038	0.802268380309943
Streptococcus	collection_season2	winter	0.311154988074464	0.438249318128504	255	221	0.478554987979747	0.802268380309943
Gemella	collection_season2	autumn	-0.134062268861734	0.216801507107902	255	33	0.536964102188132	0.802268380309943
Staphylococcus	collection_season2	autumn	0.395333093310395	0.468680407486372	255	72	0.399782156823204	0.802268380309943
ASV_35	age_days_numeric	age_days_numeric	-0.0915723283135238	0.0911186819429414	255	48	0.316305547666392	0.802268380309943
ASV_35	collection_season2	autumn	-0.235103760603914	0.276520539382496	255	48	0.396104290729005	0.802268380309943
Veillonella	collection_season2	spring	-0.133532537221982	0.194813228323255	255	15	0.493830246792206	0.802268380309943
Veillonella	collection_season2	autumn	0.162948446727155	0.189911687406911	255	15	0.391789550631512	0.802268380309943
Veillonella	collection_season2	winter	-0.167768188432964	0.182965175017558	255	15	0.360570749936704	0.802268380309943
Fusobacterium	age_days_numeric	age_days_numeric	-0.0831275452668604	0.112555049670982	255	47	0.46119075519801	0.802268380309943
Fusobacterium	collection_season2	spring	0.234949509489051	0.374368966277737	255	47	0.530907014756371	0.802268380309943
Fusobacterium	collection_season2	winter	-0.337020560727239	0.358589312791275	255	47	0.348590011243609	0.802268380309943
Fusobacterium	delivery	vaginal	-0.296424468558751	0.368422926582988	255	47	0.423444361688097	0.802268380309943
Streptobacillus	collection_season2	spring	-0.181661734471237	0.27641628766471	255	43	0.511772613444424	0.802268380309943
Streptobacillus	collection_season2	autumn	-0.265056176826534	0.269191668519621	255	43	0.325852665486177	0.802268380309943
Streptobacillus	delivery	vaginal	0.167374715951239	0.257193803473464	255	43	0.517075241091603	0.802268380309943
ASV_22	collection_season2	autumn	-0.372647527925639	0.438325065098383	255	119	0.39605909408799	0.802268380309943
ASV_22	delivery	vaginal	0.328397649991849	0.501989913394364	255	119	0.514806910975521	0.802268380309943
Neisseria	collection_season2	spring	-0.241483032480019	0.377699796711392	255	68	0.523220386631384	0.802268380309943
Haemophilus	collection_season2	autumn	-0.44166618672119	0.598231307242681	255	202	0.461044675221876	0.802268380309943
Haemophilus	delivery	vaginal	0.397173370922195	0.674113184996218	255	202	0.557365401057434	0.802268380309943
Acinetobacter	collection_season2	winter	0.230957650243134	0.225488865036508	255	21	0.307367576772583	0.802268380309943
Acinetobacter	delivery	vaginal	-0.13426599167867	0.217150764942117	255	21	0.538089763550257	0.802268380309943
Moraxella	collection_season2	spring	0.433225413679651	0.427958206966368	255	248	0.312442753268823	0.802268380309943
Moraxella	collection_season2	autumn	0.369475483941548	0.413862281295357	255	248	0.372887715298876	0.802268380309943
Alloprevotella	collection_season2	spring	-0.136872719903782	0.266950492355612	255	39	0.608671198687675	0.826053769647559
Prevotella	delivery	vaginal	0.147201083876162	0.282691630976612	255	37	0.603966984918653	0.826053769647559
ASV_35	collection_season2	spring	-0.151260365748952	0.283561925775346	255	48	0.594308318316523	0.826053769647559
ASV_22	age_days_numeric	age_days_numeric	-0.0672149027723988	0.125734926754162	255	119	0.593631552452597	0.826053769647559
ASV_63	collection_season2	winter	0.104739858125829	0.215571091955174	255	19	0.627619613072445	0.839772721716652
Staphylococcus	collection_season2	winter	-0.215249333219701	0.470766834909155	255	72	0.648029342460435	0.855038715746407
Porphyromonas	collection_season2	autumn	-0.119943373657259	0.312575912415639	255	62	0.701537645654685	0.900622653205339
Moraxella	delivery	vaginal	0.166679921036133	0.432544444038292	255	248	0.700992581566242	0.900622653205339
Dolosigranulum	collection_season2	autumn	0.192858548363744	0.534316503358944	255	196	0.71845145617435	0.910038511154177
Campylobacter	collection_season2	autumn	-0.0694552889308517	0.215153067591219	255	19	0.747132849857435	0.927268749558081
Fusobacterium	collection_season2	autumn	-0.114936972132213	0.362655380449358	255	47	0.751575723326023	0.927268749558081
Streptococcus	delivery	vaginal	0.121486253355856	0.473418257353861	255	221	0.79813131527728	0.972083012196687
Corynebacterium	age_days_numeric	age_days_numeric	-0.0197695339282194	0.142838893293603	255	225	0.890082337153737	0.988736736003004
Corynebacterium	delivery	vaginal	0.0493641843976251	0.494834056346386	255	225	0.920780242632504	0.988736736003004
Porphyromonas	age_days_numeric	age_days_numeric	-0.00718725510254957	0.101154545648611	255	62	0.943437644781335	0.988736736003004
ASV_63	collection_season2	autumn	0.0320824308452904	0.21469012156582	255	19	0.881334337461156	0.988736736003004
Prevotella	collection_season2	winter	-0.0560074753727983	0.282643037920366	255	37	0.843165543360303	0.988736736003004
Campylobacter	delivery	vaginal	-0.0171270428028181	0.202817083754836	255	19	0.932909620336713	0.988736736003004
Streptococcus	collection_season2	autumn	0.0305665754423062	0.433103266355644	255	221	0.94379335331924	0.988736736003004
Staphylococcus	collection_season2	spring	-0.0911428220168448	0.48510365648949	255	72	0.85112926620709	0.988736736003004
Staphylococcus	delivery	vaginal	0.0332600887731735	0.49980093866014	255	72	0.947105715539719	0.988736736003004
Veillonella	age_days_numeric	age_days_numeric	0.0078031047816905	0.0624147441005532	255	15	0.900652073699312	0.988736736003004
ASV_22	collection_season2	spring	-0.0333267280220366	0.454520263229569	255	119	0.941608788384302	0.988736736003004
Neisseria	collection_season2	winter	0.0244311394471964	0.364918672060452	255	68	0.946694034866447	0.988736736003004
Haemophilus	collection_season2	winter	-0.0584211860928769	0.610511599433425	255	202	0.923858978344655	0.988736736003004
Acinetobacter	collection_season2	spring	0.0124457753820803	0.24243262710685	255	21	0.959108770173156	0.990384056157063
Dolosigranulum	age_days_numeric	age_days_numeric	0.00460873361500099	0.155165297275247	255	196	0.976339159445037	0.99038821469199
Veillonella	delivery	vaginal	-0.00452915117150416	0.179784280291335	255	15	0.979963075589969	0.99038821469199
ASV_63	collection_season2	spring	0.0016344152335516	0.222202559008416	255	19	0.994137397314126	0.994137397314126
